,latitude,longitude,1월강수량,2월강수량,3월강수량,4월강수량,5월강수량,6월강수량,7월강수량,8월강수량,9월강수량,10월강수량,11월강수량,12월강수량,1월기온,2월기온,3월기온,4월기온,5월기온,6월기온,7월기온,8월기온,9월기온,10월기온,11월기온,12월기온
0,41.17004195,-7.30474981173576,108.27307891845703,77.61154174804688,72.6423110961914,74.77692413330078,74.87307739257812,32.68846130371094,14.79230785369873,19.47307777404785,53.68077087402344,131.56153869628906,101.36538696289062,111.5,5.400000095367432,6.557692527770996,9.2384614944458,11.007692337036133,14.253846168518066,18.51923179626465,21.065383911132812,21.092308044433594,17.66153907775879,13.59615421295166,8.75,5.915384769439697
1,45.3442868,-122.6670374,154.484619140625,110.66923522949219,122.83077239990234,91.00384521484375,73.45000457763672,47.81538391113281,13.907692909240723,17.234615325927734,39.738460540771484,96.86538696289062,166.75,187.53846740722656,4.769230842590332,6.076923370361328,8.046154022216797,10.13846206665039,13.592308044433594,16.634614944458008,20.14230728149414,20.03076934814453,17.16153907775879,11.942307472229004,7.334615230560303,4.411538600921631
2,45.365872,-85.114064,51.30384826660156,35.126922607421875,46.44231033325195,64.09615325927734,69.0076904296875,76.5923080444336,74.89615631103516,86.21538543701172,85.07308197021484,85.86923217773438,66.35769653320312,53.29999923706055,-7.519230842590332,-6.726922988891602,-1.7192307710647583,5.334615707397461,12.13846206665039,17.319231033325195,19.623077392578125,19.065385818481445,14.807692527770996,8.507692337036133,2.3884615898132324,-3.665384531021118
3,39.3262345,-4.838064900000001,43.907691955566406,40.615386962890625,41.519229888916016,44.41538619995117,42.77307891845703,18.319231033325195,3.834615468978882,6.684615612030029,31.88846206665039,68.6653823852539,57.27692413330078,55.9538459777832,6.642307758331299,7.846153736114502,10.834615707397461,13.15000057220459,17.33077049255371,22.326923370361328,25.934616088867188,25.80384635925293,21.253847122192383,15.823077201843262,10.069231033325195,6.911538600921631
4,42.6384261,12.674297,59.873077392578125,58.657691955566406,52.91154098510742,70.80000305175781,53.19230651855469,55.7961540222168,32.35000228881836,41.18461608886719,84.10769653320312,83.8423080444336,103.88076782226562,78.14615631103516,4.938461780548096,5.103846073150635,7.734615325927734,10.830769538879395,15.626923561096191,19.673076629638672,22.657691955566406,22.77692413330078,18.184616088867188,13.780769348144531,9.815384864807129,5.665384769439697
5,48.24917645,7.4074699518555,61.78461456298828,53.588462829589844,60.765384674072266,69.76923370361328,101.06153869628906,92.47307586669922,98.77307891845703,90.83077239990234,80.78076934814453,83.96538543701172,75.75,77.67692565917969,0.9653846621513367,1.7461538314819336,5.526923179626465,9.04230785369873,13.215384483337402,16.438461303710938,18.438461303710938,18.22307777404785,14.334615707397461,9.719230651855469,4.969230651855469,1.8230769634246826
6,49.9045181,8.271108199999999,42.46154022216797,37.869232177734375,41.980770111083984,39.00384521484375,58.35384750366211,61.55384826660156,71.23077392578125,56.33076858520508,46.21154022216797,55.646156311035156,52.126922607421875,54.82692337036133,2.0230770111083984,2.942307710647583,7.0,11.157692909240723,15.134615898132324,18.21538543701172,20.311538696289062,19.903846740722656,15.80384635925293,10.753846168518066,6.265384674072266,2.7730770111083984
7,39.0234679,-84.45046479999998,78.0,63.003849029541016,93.59615325927734,109.35769653320312,113.7269287109375,115.86923217773438,102.1576919555664,82.39615631103516,77.26538848876953,77.79615783691406,74.93461608886719,87.7423095703125,-0.9576923251152039,0.6730769276618958,6.1769232749938965,12.353846549987793,17.626922607421875,22.19230842590332,24.065385818481445,23.46538543701172,19.684616088867188,13.19615364074707,6.796154022216797,1.615384578704834
8,39.0652059,-84.4272386,78.0,63.003849029541016,93.59615325927734,109.35769653320312,113.7269287109375,115.86923217773438,102.1576919555664,82.39615631103516,77.26538848876953,77.79615783691406,74.93461608886719,87.7423095703125,-0.9576923251152039,0.6730769276618958,6.1769232749938965,12.353846549987793,17.626922607421875,22.19230842590332,24.065385818481445,23.46538543701172,19.684616088867188,13.19615364074707,6.796154022216797,1.615384578704834
9,36.7014631,-118.7559974,131.83462524414062,114.92692565917969,83.26538848876953,43.27692413330078,23.71923065185547,15.530769348144531,13.699999809265137,7.919230937957764,11.115385055541992,35.876922607421875,56.973079681396484,134.59616088867188,0.7384615540504456,1.1192307472229004,2.7230770587921143,4.973076820373535,9.530769348144531,13.723076820373535,17.33461570739746,16.55384635925293,13.615385055541992,8.884615898132324,3.519230842590332,0.5615384578704834
